Accession,Release_Date,Isolate,Genotype,Geo_Location,Country,USA,Collection_Date,GenBank_Title
KM277580,2014-10-19T00:00:00Z,Staal-21,,Belgium,Belgium,,2007-01-01,"Hepatitis C virus isolate Staal-21 polyprotein gene, partial cds"
KM277581,2014-10-19T00:00:00Z,Staal-23,,Belgium,Belgium,,2007-01-01,"Hepatitis C virus isolate Staal-23 polyprotein gene, partial cds"
KM102760,2014-08-17T00:00:00Z,Patient A,,USA,USA,,2012-06-06,"Hepatitis C virus isolate Patient A polyprotein gene, partial cds"
KM102761,2014-08-17T00:00:00Z,Patient B,,USA,USA,,2012-07-06,"Hepatitis C virus isolate Patient B polyprotein gene, partial cds"
KM102762,2014-08-17T00:00:00Z,Patient C,,USA,USA,,2012-07-12,"Hepatitis C virus isolate Patient C polyprotein gene, complete cds"
KM102763,2014-08-17T00:00:00Z,Patient D,,USA,USA,,2012-01-26,"Hepatitis C virus isolate Patient D polyprotein gene, complete cds"
KM102764,2014-08-17T00:00:00Z,Patient E,,USA,USA,,2012-06-26,"Hepatitis C virus isolate Patient E polyprotein gene, complete cds"
KM102765,2014-08-17T00:00:00Z,Patient F,,USA,USA,,2012-07-06,"Hepatitis C virus isolate Patient F polyprotein gene, partial cds"
KM102766,2014-08-17T00:00:00Z,Patient G,,USA,USA,,2012-07-02,"Hepatitis C virus isolate Patient G polyprotein gene, complete cds"
KM102767,2014-08-17T00:00:00Z,Patient H,,Puerto Rico,USA,PR,2012-02-14,"Hepatitis C virus isolate Patient H polyprotein gene, complete cds"
KM102768,2014-08-17T00:00:00Z,Patient J,,Spain,Spain,,2012-12-05,"Hepatitis C virus isolate Patient J polyprotein gene, complete cds"
KM102769,2014-08-17T00:00:00Z,Patient K,,Netherlands,Netherlands,,2013-01-07,"Hepatitis C virus isolate Patient K polyprotein gene, complete cds"
KM102770,2014-08-17T00:00:00Z,Patient L,,Netherlands,Netherlands,,2013-01-09,"Hepatitis C virus isolate Patient L polyprotein gene, complete cds"
AB828699,2014-07-04T00:00:00Z,,,Japan,Japan,,1998-04-28,"Hepatitis C virus subtype 1b genomic RNA, complete genome, strain: Pt1-98_R"
AB828700,2014-07-04T00:00:00Z,,,Japan,Japan,,1998-04-28,"Hepatitis C virus subtype 1b genomic RNA, complete genome, strain: Pt1-98_Q1"
AB828701,2014-07-04T00:00:00Z,,,Japan,Japan,,1998-04-28,"Hepatitis C virus subtype 1b genomic RNA, complete genome, strain: Pt1-98_Q2"
AB828702,2014-07-04T00:00:00Z,,,Japan,Japan,,2005-08-22,"Hepatitis C virus subtype 1b gene for polyprotein, complete cds, strain: Pt1-05_R"
AB828703,2014-07-04T00:00:00Z,,,Japan,Japan,,2005-08-22,"Hepatitis C virus subtype 1b gene for polyprotein, complete cds, strain: Pt1-05_Q1"
AB828704,2014-07-04T00:00:00Z,,,Japan,Japan,,2005-08-22,"Hepatitis C virus subtype 1b gene for polyprotein, complete cds, strain: Pt1-05_Q2"
KF268446,2014-03-03T00:00:00Z,Ad-JFH1-DeltaV3-EGFP,,USA,USA,,2012-05-01,"Mutant Hepatitis C virus isolate Ad-JFH1-DeltaV3-EGFP, complete genome"
KC844037,2014-02-01T00:00:00Z,ZS221,,China,China,,2009,"Hepatitis C virus subtype 6a isolate ZS221 polyprotein gene, complete cds"
KC844038,2014-02-01T00:00:00Z,ZS674,,China,China,,2011,"Hepatitis C virus subtype 6a isolate ZS674 polyprotein gene, complete cds"
KC844039,2014-02-01T00:00:00Z,ZS96,,China,China,,2009,"Hepatitis C virus genotype 6 isolate ZS96 polyprotein gene, complete cds"
KC844040,2014-02-01T00:00:00Z,ZS202,,China,China,,2009,"Hepatitis C virus genotype 6 isolate ZS202 polyprotein gene, complete cds"
KC844041,2014-02-01T00:00:00Z,ZS633,,China,China,,2011,"Hepatitis C virus subtype 3a isolate ZS633 polyprotein gene, complete cds"
KC844042,2014-02-01T00:00:00Z,ZS542,,China,China,,2010,"Hepatitis C virus subtype 2f isolate ZS542 polyprotein gene, complete cds"
KC844043,2014-02-01T00:00:00Z,ZS623,,China,China,,2011,"Hepatitis C virus subtype 2a isolate ZS623 polyprotein gene, complete cds"
KC844044,2014-02-01T00:00:00Z,ZS650,,China,China,,2011,"Hepatitis C virus subtype 3b isolate ZS650 polyprotein gene, complete cds"
KC844045,2014-02-01T00:00:00Z,ZS537,,China,China,,2010,"Hepatitis C virus subtype 4d isolate ZS537 polyprotein gene, complete cds"
KC844046,2014-02-01T00:00:00Z,ZS631,,China,China,,2011,"Hepatitis C virus subtype 5a isolate ZS631 polyprotein gene, complete cds"
KC844047,2014-02-01T00:00:00Z,ZS17,,China,China,,2009,"Hepatitis C virus subtype 1c isolate ZS17 polyprotein gene, complete cds"
KC844048,2014-02-01T00:00:00Z,ZS260,,China,China,,2010,"Hepatitis C virus subtype 2b isolate ZS260 polyprotein gene, complete cds"
KC844049,2014-02-01T00:00:00Z,ZS30,,China,China,,2009,"Hepatitis C virus subtype 1a isolate ZS30 polyprotein gene, complete cds"
KC844050,2014-02-01T00:00:00Z,98799,,China,China,,2002,"Hepatitis C virus subtype 2f isolate 98799 polyprotein gene, complete cds"
KC844051,2014-02-01T00:00:00Z,GZ52540,,China,China,,2002,"Hepatitis C virus subtype 1b isolate GZ52540 polyprotein gene, complete cds"
KC844052,2014-02-01T00:00:00Z,GZ51969,,China,China,,2002,"Hepatitis C virus subtype 1b isolate GZ51969 polyprotein gene, complete cds"
KC439481,2014-01-31T00:00:00Z,H010,,USA,USA,,2003-10-13,"Hepatitis C virus isolate H010 polyprotein gene, partial cds"
KC439482,2014-01-31T00:00:00Z,H014,,USA,USA,,2003-01-30,"Hepatitis C virus isolate H014 polyprotein gene, partial cds"
KC439483,2014-01-31T00:00:00Z,H016,,USA,USA,,2004-06-18,"Hepatitis C virus isolate H016 polyprotein gene, partial cds"
KC439484,2014-01-31T00:00:00Z,H024,,USA,USA,,2004-04-04,"Hepatitis C virus isolate H024 polyprotein gene, partial cds"
KC439485,2014-01-31T00:00:00Z,H028,,USA,USA,,2004-09-29,"Hepatitis C virus isolate H028 polyprotein gene, partial cds"
KC439486,2014-01-31T00:00:00Z,H037,,USA,USA,,2005-04-26,"Hepatitis C virus isolate H037 polyprotein gene, partial cds"
KC439487,2014-01-31T00:00:00Z,SLU029,,USA,USA,,2003-12-03,"Hepatitis C virus isolate SLU029 polyprotein gene, partial cds"
KC439488,2014-01-31T00:00:00Z,SLU039,,USA,USA,,2002-10-12,"Hepatitis C virus isolate SLU039 polyprotein gene, partial cds"
KC439489,2014-01-31T00:00:00Z,SLU062,,USA,USA,,2005-02-07,"Hepatitis C virus isolate SLU062 polyprotein gene, partial cds"
KC439490,2014-01-31T00:00:00Z,SLU072,,USA,USA,,2005-04-25,"Hepatitis C virus isolate SLU072 polyprotein gene, partial cds"
KC439491,2014-01-31T00:00:00Z,SLU081,,USA,USA,,2005-08-16,"Hepatitis C virus isolate SLU081 polyprotein gene, partial cds"
KC439492,2014-01-31T00:00:00Z,SLU085,,USA,USA,,2005-09-09,"Hepatitis C virus isolate SLU085 polyprotein gene, partial cds"
KC439493,2014-01-31T00:00:00Z,SLU100,,USA,USA,,2006-03-27,"Hepatitis C virus isolate SLU100 polyprotein gene, partial cds"
KC439494,2014-01-31T00:00:00Z,SLU102,,USA,USA,,2006-04-01,"Hepatitis C virus isolate SLU102 polyprotein gene, partial cds"
KC439495,2014-01-31T00:00:00Z,SLU103,,USA,USA,,2006-04-25,"Hepatitis C virus isolate SLU103 polyprotein gene, partial cds"
KC439496,2014-01-31T00:00:00Z,SLU107,,USA,USA,,2006-08-02,"Hepatitis C virus isolate SLU107 polyprotein gene, partial cds"
KC439497,2014-01-31T00:00:00Z,SLU111,,USA,USA,,2006-09-01,"Hepatitis C virus isolate SLU111 polyprotein gene, partial cds"
KC439498,2014-01-31T00:00:00Z,SLU116,,USA,USA,,2006-10-12,"Hepatitis C virus isolate SLU116 polyprotein gene, partial cds"
KC439499,2014-01-31T00:00:00Z,UMI013,,USA,USA,,2002-04-16,"Hepatitis C virus isolate UMI013 polyprotein gene, partial cds"
KC439500,2014-01-31T00:00:00Z,UMI055,,USA,USA,,2003-09-15,"Hepatitis C virus isolate UMI055 polyprotein gene, partial cds"
KC439501,2014-01-31T00:00:00Z,UMI063,,USA,USA,,2003-11-19,"Hepatitis C virus isolate UMI063 polyprotein gene, partial cds"
KC439502,2014-01-31T00:00:00Z,VAL016,,USA,USA,,2005-10-17,"Hepatitis C virus isolate VAL016 polyprotein gene, partial cds"
KC439503,2014-01-31T00:00:00Z,1909,,USA,USA,,1997-01-17,"Hepatitis C virus isolate 1909 polyprotein gene, partial cds"
KC439504,2014-01-31T00:00:00Z,2042,,USA,USA,,1997-03-10,"Hepatitis C virus isolate 2042 polyprotein gene, partial cds"
KC439505,2014-01-31T00:00:00Z,2054,,USA,USA,,1997-03-25,"Hepatitis C virus isolate 2054 polyprotein gene, partial cds"
KC439506,2014-01-31T00:00:00Z,2071,,USA,USA,,1997-03-31,"Hepatitis C virus isolate 2071 polyprotein gene, partial cds"
KC439507,2014-01-31T00:00:00Z,215,,USA,USA,,1995-04-20,"Hepatitis C virus isolate 215 polyprotein gene, partial cds"
KC439508,2014-01-31T00:00:00Z,23,,USA,USA,,1995-03-24,"Hepatitis C virus isolate 23 polyprotein gene, partial cds"
KC439509,2014-01-31T00:00:00Z,2468,,USA,USA,,1997-08-05,"Hepatitis C virus isolate 2468 polyprotein gene, partial cds"
KC439510,2014-01-31T00:00:00Z,2936,,USA,USA,,1997-11-02,"Hepatitis C virus isolate 2936 polyprotein gene, partial cds"
KC439511,2014-01-31T00:00:00Z,3040,,USA,USA,,1997-11-26,"Hepatitis C virus isolate 3040 polyprotein gene, partial cds"
KC439512,2014-01-31T00:00:00Z,3374,,USA,USA,,1998-03-03,"Hepatitis C virus isolate 3374 polyprotein gene, partial cds"
KC439513,2014-01-31T00:00:00Z,3642,,USA,USA,,1998-06-17,"Hepatitis C virus isolate 3642 polyprotein gene, partial cds"
KC439514,2014-01-31T00:00:00Z,3951,,USA,USA,,1999-03-04,"Hepatitis C virus isolate 3951 polyprotein gene, partial cds"
KC439515,2014-01-31T00:00:00Z,486,,USA,USA,,1995-08-07,"Hepatitis C virus isolate 486 polyprotein gene, partial cds"
KC439516,2014-01-31T00:00:00Z,5226,,USA,USA,,2002-02-28,"Hepatitis C virus isolate 5226 polyprotein gene, partial cds"
KC439517,2014-01-31T00:00:00Z,5246,,USA,USA,,2002-03-12,"Hepatitis C virus isolate 5246 polyprotein gene, partial cds"
KC439518,2014-01-31T00:00:00Z,5438,,USA,USA,,2002-06-20,"Hepatitis C virus isolate 5438 polyprotein gene, partial cds"
KC439519,2014-01-31T00:00:00Z,5665,,USA,USA,,2002-09-30,"Hepatitis C virus isolate 5665 polyprotein gene, partial cds"
KC439520,2014-01-31T00:00:00Z,6415,,USA,USA,,2009-02-25,"Hepatitis C virus isolate 6415 polyprotein gene, partial cds"
KC439521,2014-01-31T00:00:00Z,6419,,USA,USA,,2009-03-03,"Hepatitis C virus isolate 6419 polyprotein gene, partial cds"
KC439522,2014-01-31T00:00:00Z,6423,,USA,USA,,2009-03-25,"Hepatitis C virus isolate 6423 polyprotein gene, partial cds"
KC439523,2014-01-31T00:00:00Z,6424,,USA,USA,,2009-04-10,"Hepatitis C virus isolate 6424 polyprotein gene, partial cds"
KC439524,2014-01-31T00:00:00Z,6429,,USA,USA,,2009-04-22,"Hepatitis C virus isolate 6429 polyprotein gene, partial cds"
KC439525,2014-01-31T00:00:00Z,6439,,USA,USA,,2009-06-07,"Hepatitis C virus isolate 6439 polyprotein gene, partial cds"
KC439526,2014-01-31T00:00:00Z,6448,,USA,USA,,2009-09-01,"Hepatitis C virus isolate 6448 polyprotein gene, partial cds"
KC439527,2014-01-31T00:00:00Z,83,,USA,USA,,1995-04-02,"Hepatitis C virus isolate 83 polyprotein gene, partial cds"
KC283194,2014-01-13T00:00:00Z,,,Pakistan,Pakistan,,2010-02-10,"UNVERIFIED: Hepatitis C virus subtype 1a strain Pak-Cemb-1a polyprotein-like gene, partial sequence"
KF373567,2013-11-30T00:00:00Z,ILBS,,India,India,,2012-03-23,"Hepatitis C virus isolate ILBS polyprotein gene, complete cds"
JQ061779,2013-11-10T00:00:00Z,M003_A_NFLC10,,USA,USA,,2006-11-22,"Hepatitis C virus isolate M003_A_NFLC10 from USA polyprotein (gp1) gene, partial cds; and nonfunctional protein F (gp2) gene, partial sequence"
JQ061780,2013-11-10T00:00:00Z,M003_A_NFLC1R,,USA,USA,,2006-11-22,"Hepatitis C virus isolate M003_A_NFLC1R from USA nonfunctional polyprotein (gp1) gene, partial sequence; and protein F (gp2) gene, complete cds"
JQ061781,2013-11-10T00:00:00Z,M003_A_NFLC3,,USA,USA,,2006-11-22,"Hepatitis C virus isolate M003_A_NFLC3 from USA polyprotein (gp1) gene, partial cds; and protein F (gp2) gene, complete cds"
JQ061782,2013-11-10T00:00:00Z,M003_A_NFLC4,,USA,USA,,2006-11-22,"Hepatitis C virus isolate M003_A_NFLC4 from USA nonfunctional polyprotein (gp1) gene, partial sequence; and protein F (gp2) gene, complete cds"
JQ061783,2013-11-10T00:00:00Z,M003_A_NFLC5,,USA,USA,,2006-11-22,"Hepatitis C virus isolate M003_A_NFLC5 from USA polyprotein (gp1) gene, partial cds; and protein F (gp2) gene, complete cds"
JQ061784,2013-11-10T00:00:00Z,M003_A_NFLC5R,,USA,USA,,2006-11-22,"Hepatitis C virus isolate M003_A_NFLC5R from USA nonfunctional polyprotein (gp1) gene, partial sequence; and protein F (gp2) gene, complete cds"
JQ061785,2013-11-10T00:00:00Z,M003_A_NFLC6,,USA,USA,,2006-11-22,"Hepatitis C virus isolate M003_A_NFLC6 from USA nonfunctional polyprotein (gp1) gene, partial sequence; and protein F (gp2) gene, complete cds"
JQ061786,2013-11-10T00:00:00Z,M003_A_NFLC7,,USA,USA,,2006-11-22,"Hepatitis C virus isolate M003_A_NFLC7 from USA polyprotein (gp1) gene, partial cds; and protein F (gp2) gene, complete cds"
JQ061787,2013-11-10T00:00:00Z,M003_A_NFLC8,,USA,USA,,2006-11-22,"Hepatitis C virus isolate M003_A_NFLC8 from USA polyprotein (gp1) gene, partial cds; and protein F (gp2) gene, complete cds"
KC197226,2013-09-20T00:00:00Z,MRS129,,France,France,,2001,"Hepatitis C virus isolate MRS129 polyprotein gene, complete cds"
KC197227,2013-09-20T00:00:00Z,PTR1256,,France,France,,2008,"Hepatitis C virus isolate PTR1256 polyprotein gene, complete cds"
KC197228,2013-09-20T00:00:00Z,FrBd3618,,France,France,,2004,"Hepatitis C virus isolate FrBd3618 polyprotein gene, complete cds"
KC197229,2013-09-20T00:00:00Z,MRS37,,France,France,,1995,"Hepatitis C virus isolate MRS37 polyprotein gene, complete cds"
KC197230,2013-09-20T00:00:00Z,PTR9415,,France,France,,2008,"Hepatitis C virus isolate PTR9415 polyprotein gene, complete cds"
KC197231,2013-09-20T00:00:00Z,MRS178,,France,France,,2001,"Hepatitis C virus isolate MRS178 polyprotein gene, complete cds"
KC197232,2013-09-20T00:00:00Z,FrBd0565,,France,France,,2005,"Hepatitis C virus isolate FrBd0565 polyprotein gene, complete cds"
KC197233,2013-09-20T00:00:00Z,PTR2795,,France,France,,2009,"Hepatitis C virus isolate PTR2795 polyprotein gene, complete cds"
KC197234,2013-09-20T00:00:00Z,PTR3874,,France,France,,2009,"Hepatitis C virus isolate PTR3874 polyprotein gene, complete cds"
KC197235,2013-09-20T00:00:00Z,MRS89,,France,France,,1995,"Hepatitis C virus isolate MRS89 polyprotein gene, complete cds"
KC197236,2013-09-20T00:00:00Z,MRS41,,France,France,,1995,"Hepatitis C virus isolate MRS41 polyprotein gene, complete cds"
KC197237,2013-09-20T00:00:00Z,MRS117,,France,France,,2001,"Hepatitis C virus isolate MRS117 polyprotein gene, complete cds"
KC197238,2013-09-20T00:00:00Z,MRS40,,France,France,,1995,"Hepatitis C virus isolate MRS40 polyprotein gene, complete cds"
KC197239,2013-09-20T00:00:00Z,PTR9203,,France,France,,2009,"Hepatitis C virus isolate PTR9203 polyprotein gene, complete cds"
KC197240,2013-09-20T00:00:00Z,PTR7904,,France,France,,2008,"Hepatitis C virus isolate PTR7904 polyprotein gene, complete cds"
JX463525,2013-07-31T00:00:00Z,V2502,,USA,USA,,2001-09-12,"Hepatitis C virus subtype 1a isolate V2502 polyprotein gene, partial cds"
JX463526,2013-07-31T00:00:00Z,V2503,,USA,USA,,2002-08-13,"Hepatitis C virus subtype 1a isolate V2503 polyprotein gene, partial cds"
JX463527,2013-07-31T00:00:00Z,V2504,,USA,USA,,2002-08-20,"Hepatitis C virus subtype 1a isolate V2504 polyprotein gene, partial cds"
JX463528,2013-07-31T00:00:00Z,V2505,,USA,USA,,2002-12-16,"Hepatitis C virus subtype 1a isolate V2505 polyprotein gene, partial cds"
JX463529,2013-07-31T00:00:00Z,V2506,,USA,USA,,2002-05-01,"Hepatitis C virus subtype 1a isolate V2506 polyprotein gene, partial cds"
JX463530,2013-07-31T00:00:00Z,V2507,,USA,USA,,2003-02-05,"Hepatitis C virus subtype 1a isolate V2507 polyprotein gene, partial cds"
JX463531,2013-07-31T00:00:00Z,V2508,,USA,USA,,2004-01-21,"Hepatitis C virus subtype 1a isolate V2508 polyprotein gene, partial cds"
JX463532,2013-07-31T00:00:00Z,V2509,,USA,USA,,2004-01-21,"Hepatitis C virus subtype 1a isolate V2509 polyprotein gene, partial cds"
JX463533,2013-07-31T00:00:00Z,V2510,,USA,USA,,2004-02-09,"Hepatitis C virus subtype 1a isolate V2510 polyprotein gene, partial cds"
JX463534,2013-07-31T00:00:00Z,V2511,,USA,USA,,2002-11-13,"Hepatitis C virus subtype 1a isolate V2511 polyprotein gene, partial cds"
JX463535,2013-07-31T00:00:00Z,V2512,,USA,USA,,2002-01-23,"Hepatitis C virus subtype 1a isolate V2512 polyprotein gene, partial cds"
JX463536,2013-07-31T00:00:00Z,V2513,,USA,USA,,2003-06-11,"Hepatitis C virus subtype 1a isolate V2513 polyprotein gene, partial cds"
JX463537,2013-07-31T00:00:00Z,V2514,,USA,USA,,2003-07-16,"Hepatitis C virus subtype 1a isolate V2514 polyprotein gene, partial cds"
JX463538,2013-07-31T00:00:00Z,V3179,,USA,USA,,2002-07-23,"Hepatitis C virus subtype 1a isolate V3179 polyprotein gene, partial cds"
JX463539,2013-07-31T00:00:00Z,V3180,,USA,USA,,2002-11-06,"Hepatitis C virus subtype 1a isolate V3180 polyprotein gene, partial cds"
JX463540,2013-07-31T00:00:00Z,V3181,,USA,USA,,2002-03-04,"Hepatitis C virus subtype 1a isolate V3181 polyprotein gene, complete cds"
JX463541,2013-07-31T00:00:00Z,V3182,,USA,USA,,2002-06-05,"Hepatitis C virus subtype 1a isolate V3182 polyprotein gene, partial cds"
JX463542,2013-07-31T00:00:00Z,V3183,,USA,USA,,2003-02-12,"Hepatitis C virus subtype 1a isolate V3183 polyprotein gene, partial cds"
JX463543,2013-07-31T00:00:00Z,V3184,,USA,USA,,2003-04-15,"Hepatitis C virus subtype 1a isolate V3184 polyprotein gene, partial cds"
JX463544,2013-07-31T00:00:00Z,V3185,,USA,USA,,2003-06-16,"Hepatitis C virus subtype 1a isolate V3185 polyprotein gene, partial cds"
JX463545,2013-07-31T00:00:00Z,V3186,,USA,USA,,2004-06-10,"Hepatitis C virus subtype 1a isolate V3186 polyprotein gene, partial cds"
JX463546,2013-07-31T00:00:00Z,V3187,,USA,USA,,2002-09-18,"Hepatitis C virus subtype 1a isolate V3187 polyprotein gene, partial cds"
JX463547,2013-07-31T00:00:00Z,V3188,,USA,USA,,2003-11-20,"Hepatitis C virus subtype 1a isolate V3188 polyprotein gene, complete cds"
JX463548,2013-07-31T00:00:00Z,V3189,,USA,USA,,2003-12-02,"Hepatitis C virus subtype 1a isolate V3189 polyprotein gene, partial cds"
JX463549,2013-07-31T00:00:00Z,V3190,,USA,USA,,2003-12-11,"Hepatitis C virus subtype 1a isolate V3190 polyprotein gene, complete cds"
JX463550,2013-07-31T00:00:00Z,V3191,,USA,USA,,2004-01-07,"Hepatitis C virus subtype 1a isolate V3191 polyprotein gene, complete cds"
JX463551,2013-07-31T00:00:00Z,V3326,,USA,USA,,2003-08-06,"Hepatitis C virus subtype 1a isolate V3326 polyprotein gene, partial cds"
JX463552,2013-07-31T00:00:00Z,V3327,,USA,USA,,2003-10-08,"Hepatitis C virus subtype 1a isolate V3327 polyprotein gene, partial cds"
JX463553,2013-07-31T00:00:00Z,V3352,,USA,USA,,2003-11-21,"Hepatitis C virus subtype 1a isolate V3352 polyprotein gene, partial cds"
JX463554,2013-07-31T00:00:00Z,V3353,,USA,USA,,2003-01-27,"Hepatitis C virus subtype 1a isolate V3353 polyprotein gene, partial cds"
JX463555,2013-07-31T00:00:00Z,V2515,,USA,USA,,2001-10-17,"Hepatitis C virus subtype 1a isolate V2515 polyprotein gene, partial cds"
JX463556,2013-07-31T00:00:00Z,V2516,,USA,USA,,2001-10-05,"Hepatitis C virus subtype 1a isolate V2516 polyprotein gene, partial cds"
JX463557,2013-07-31T00:00:00Z,V2518,,USA,USA,,2002-11-14,"Hepatitis C virus subtype 1a isolate V2518 polyprotein gene, partial cds"
JX463558,2013-07-31T00:00:00Z,V2519,,USA,USA,,2003-01-21,"Hepatitis C virus subtype 1a isolate V2519 polyprotein gene, partial cds"
JX463559,2013-07-31T00:00:00Z,V2520,,USA,USA,,2002-03-12,"Hepatitis C virus subtype 1a isolate V2520 polyprotein gene, partial cds"
JX463560,2013-07-31T00:00:00Z,V2521,,USA,USA,,2002-06-05,"Hepatitis C virus subtype 1a isolate V2521 polyprotein gene, partial cds"
JX463561,2013-07-31T00:00:00Z,V2522,,USA,USA,,2003-01-10,"Hepatitis C virus subtype 1a isolate V2522 polyprotein gene, partial cds"
JX463562,2013-07-31T00:00:00Z,V2523,,USA,USA,,2003-01-15,"Hepatitis C virus subtype 1a isolate V2523 polyprotein gene, partial cds"
JX463563,2013-07-31T00:00:00Z,V2524,,USA,USA,,2003-01-15,"Hepatitis C virus subtype 1a isolate V2524 polyprotein gene, complete cds"
JX463564,2013-07-31T00:00:00Z,V2525,,USA,USA,,2003-04-11,"Hepatitis C virus subtype 1a isolate V2525 polyprotein gene, partial cds"
JX463565,2013-07-31T00:00:00Z,V2526,,USA,USA,,2003-04-09,"Hepatitis C virus subtype 1a isolate V2526 polyprotein gene, partial cds"
JX463566,2013-07-31T00:00:00Z,V2527,,USA,USA,,2003-06-02,"Hepatitis C virus subtype 1a isolate V2527 polyprotein gene, partial cds"
JX463567,2013-07-31T00:00:00Z,V2528,,USA,USA,,2003-08-20,"Hepatitis C virus subtype 1a isolate V2528 polyprotein gene, partial cds"
JX463568,2013-07-31T00:00:00Z,V2529,,USA,USA,,2003-08-13,"Hepatitis C virus subtype 1a isolate V2529 polyprotein gene, partial cds"
JX463569,2013-07-31T00:00:00Z,V3201,,USA,USA,,2001-10-17,"Hepatitis C virus subtype 1a isolate V3201 polyprotein gene, partial cds"
JX463570,2013-07-31T00:00:00Z,V3202,,USA,USA,,2003-01-13,"Hepatitis C virus subtype 1a isolate V3202 polyprotein gene, partial cds"
JX463571,2013-07-31T00:00:00Z,V3203,,USA,USA,,2002-04-17,"Hepatitis C virus subtype 1a isolate V3203 polyprotein gene, partial cds"
JX463572,2013-07-31T00:00:00Z,V3204,,USA,USA,,2003-01-22,"Hepatitis C virus subtype 1a isolate V3204 polyprotein gene, partial cds"
JX463573,2013-07-31T00:00:00Z,V3205,,USA,USA,,2003-07-22,"Hepatitis C virus subtype 1a isolate V3205 polyprotein gene, partial cds"
JX463574,2013-07-31T00:00:00Z,V3206,,USA,USA,,2003-08-19,"Hepatitis C virus subtype 1a isolate V3206 polyprotein gene, complete cds"
JX463575,2013-07-31T00:00:00Z,V3207,,USA,USA,,2003-10-13,"Hepatitis C virus subtype 1a isolate V3207 polyprotein gene, partial cds"
JX463576,2013-07-31T00:00:00Z,V3208,,USA,USA,,2003-10-29,"Hepatitis C virus subtype 1a isolate V3208 polyprotein gene, partial cds"
JX463577,2013-07-31T00:00:00Z,V3209,,USA,USA,,2004-01-27,"Hepatitis C virus subtype 1a isolate V3209 polyprotein gene, partial cds"
JX463578,2013-07-31T00:00:00Z,V3210,,USA,USA,,2004-04-28,"Hepatitis C virus subtype 1a isolate V3210 polyprotein gene, partial cds"
JX463579,2013-07-31T00:00:00Z,V3211,,USA,USA,,2004-06-14,"Hepatitis C virus subtype 1a isolate V3211 polyprotein gene, partial cds"
JX463580,2013-07-31T00:00:00Z,V3212,,USA,USA,,2004-10-06,"Hepatitis C virus subtype 1a isolate V3212 polyprotein gene, partial cds"
JX463581,2013-07-31T00:00:00Z,V3213,,USA,USA,,2004-11-16,"Hepatitis C virus subtype 1a isolate V3213 polyprotein gene, partial cds"
JX463582,2013-07-31T00:00:00Z,V3330,,USA,USA,,2003-04-23,"Hepatitis C virus subtype 1a isolate V3330 polyprotein gene, partial cds"
JX463583,2013-07-31T00:00:00Z,V3331,,USA,USA,,2003-04-09,"Hepatitis C virus subtype 1a isolate V3331 polyprotein gene, partial cds"
JX463584,2013-07-31T00:00:00Z,V3351,,USA,USA,,2003-12-08,"Hepatitis C virus subtype 1a isolate V3351 polyprotein gene, partial cds"
JX463585,2013-07-31T00:00:00Z,V2530,,USA,USA,,2004-08-30,"Hepatitis C virus subtype 1a isolate V2530 polyprotein gene, partial cds"
JX463586,2013-07-31T00:00:00Z,V2531,,USA,USA,,2005-06-27,"Hepatitis C virus subtype 1a isolate V2531 polyprotein gene, partial cds"
JX463587,2013-07-31T00:00:00Z,V2532,,USA,USA,,2005-06-06,"Hepatitis C virus subtype 1a isolate V2532 polyprotein gene, partial cds"
JX463588,2013-07-31T00:00:00Z,V2533,,USA,USA,,2005-12-06,"Hepatitis C virus subtype 1a isolate V2533 polyprotein gene, partial cds"
JX463589,2013-07-31T00:00:00Z,V2534,,USA,USA,,2006-02-20,"Hepatitis C virus subtype 1a isolate V2534 polyprotein gene, partial cds"
JX463590,2013-07-31T00:00:00Z,V2535,,USA,USA,,2006-06-12,"Hepatitis C virus subtype 1a isolate V2535 polyprotein gene, partial cds"
JX463591,2013-07-31T00:00:00Z,V2536,,USA,USA,,2006-08-23,"Hepatitis C virus subtype 1a isolate V2536 polyprotein gene, partial cds"
JX463592,2013-07-31T00:00:00Z,V2537,,USA,USA,,2007-01-29,"Hepatitis C virus subtype 1a isolate V2537 polyprotein gene, partial cds"
JX463593,2013-07-31T00:00:00Z,V2538,,USA,USA,,2007-01-30,"Hepatitis C virus subtype 1a isolate V2538 polyprotein gene, partial cds"
JX463594,2013-07-31T00:00:00Z,V2547,,USA,USA,,2006-05-30,"Hepatitis C virus subtype 1a isolate V2547 polyprotein gene, partial cds"
JX463595,2013-07-31T00:00:00Z,V2549,,USA,USA,,2007-01-29,"Hepatitis C virus subtype 1a isolate V2549 polyprotein gene, partial cds"
JX463596,2013-07-31T00:00:00Z,V3192,,USA,USA,,2005-05-09,"Hepatitis C virus subtype 1a isolate V3192 polyprotein gene, complete cds"
JX463597,2013-07-31T00:00:00Z,V3193,,USA,USA,,2005-08-29,"Hepatitis C virus subtype 1a isolate V3193 polyprotein gene, partial cds"
JX463598,2013-07-31T00:00:00Z,V3194,,USA,USA,,2005-09-12,"Hepatitis C virus subtype 1a isolate V3194 polyprotein gene, partial cds"
JX463599,2013-07-31T00:00:00Z,V3195,,USA,USA,,2005-08-22,"Hepatitis C virus subtype 1a isolate V3195 polyprotein gene, complete cds"
