strain	Accession	source	country	division	location	date	original_annotated_subtype	original_annotated_genotype	clade_membership
HCV/1A_10069_7B9/KT734582/USA/2009	KT734582	ncbi	USA	?	?	2009-11-25	1a	1	1
HCV/1A_10069_7T3/KT734583/USA/2009	KT734583	ncbi	USA	?	?	2009-11-25	1a	1	1
HCV/1A_10069_7T4/KT734584/USA/2009	KT734584	ncbi	USA	?	?	2009-11-25	1a	1	1
HCV/1A_10069_7T5/KT734585/USA/2009	KT734585	ncbi	USA	?	?	2009-11-25	1a	1	1
HCV/1A_10069_7T6/KT734586/USA/2009	KT734586	ncbi	USA	?	?	2009-11-25	1a	1	1
HCV/1A_10069_7T7/KT734587/USA/2009	KT734587	ncbi	USA	?	?	2009-11-25	1a	1	1
HCV/1A_10069JULY23_A3/KT734588/USA/2009	KT734588	ncbi	USA	?	?	2009-07-23	1a	1	1
HCV/1A_10069JULY23_A4/KT734589/USA/2009	KT734589	ncbi	USA	?	?	2009-07-23	1a	1	1
HCV/1A_10069JULY23_A5/KT734590/USA/2009	KT734590	ncbi	USA	?	?	2009-07-23	1a	1	1
HCV/1A_10069JULY23_A6/KT734591/USA/2009	KT734591	ncbi	USA	?	?	2009-07-23	1a	1	1
HCV/1A_10069JULY23_B5/KT734592/USA/2009	KT734592	ncbi	USA	?	?	2009-07-23	1a	1	1
HCV/1A_10069JULY23_B6/KT734593/USA/2009	KT734593	ncbi	USA	?	?	2009-07-23	1a	1	1
HCV/1A_10069JULY23_C2/KT734594/USA/2009	KT734594	ncbi	USA	?	?	2009-07-23	1a	1	1
HCV/1A_10069JULY23_C4/KT734595/USA/2009	KT734595	ncbi	USA	?	?	2009-07-23	1a	1	1
HCV/1A_10069JULY23_C6/KT734596/USA/2009	KT734596	ncbi	USA	?	?	2009-07-23	1a	1	1
HCV/1A_10069JULY23_G14/KT734597/USA/2009	KT734597	ncbi	USA	?	?	2009-07-23	1a	1	1
HCV/1A_10069JULY23_T3/KT734598/USA/2009	KT734598	ncbi	USA	?	?	2009-07-23	1a	1	1
HCV/1A_10069JULY23_T6/KT734599/USA/2009	KT734599	ncbi	USA	?	?	2009-07-23	1a	1	1
HCV/A/KM587614/USA/2012	KM587614	ncbi	USA	?	?	2012-07-06	?	?	1
HCV/B/KM587615/USA/2012	KM587615	ncbi	USA	?	?	2012-07-06	?	?	1
HCV/C/KM587616/USA/2012	KM587616	ncbi	USA	?	?	2012-06-27	?	?	2
HCV/D/KM587617/AUSTRALIA/2012	KM587617	ncbi	Australia	?	?	2012-05-31	?	?	2
HCV/F/KM587619/NEW-ZEALAND/2010	KM587619	ncbi	New Zealand	?	?	2010-12-10	?	?	2
HCV/G/KM587620/USA/2012	KM587620	ncbi	USA	?	?	2012-05-16	?	?	2
HCV/H/KM587621/USA/2012	KM587621	ncbi	USA	?	?	2012-04-26	?	?	2
HCV/I/KM587622/AUSTRALIA/2012	KM587622	ncbi	Australia	?	?	2012-05-25	?	?	3
HCV/J/KM587623/USA/2012	KM587623	ncbi	USA	?	?	2012-06-27	?	?	3
HCV/K/KM587624/USA/2012	KM587624	ncbi	USA	?	?	2012-07-16	?	?	4
HCV/L/KM587625/USA/2012	KM587625	ncbi	USA	?	?	2012-07-18	?	?	4
HCV/M/KM587626/USA/2012	KM587626	ncbi	USA	?	?	2012-07-26	?	?	5
HCV/N/KM587627/USA/2012	KM587627	ncbi	USA	?	?	2012-07-27	?	?	6
HCV/O/KM587628/USA/2012	KM587628	ncbi	USA	?	?	2012-07-06	?	?	6
HCV/P/KM587629/USA/2012	KM587629	ncbi	USA	?	?	2012-07-19	?	?	6
HCV/Q/KM587630/USA/2012	KM587630	ncbi	USA	?	?	2012-07-19	?	?	6
HCV/SB/KM349851/USA/2002	KM349851	ncbi	USA	CA	 Los Angeles	2002-02-01	?	?	2
HCV/STAAL-9/KM277576/BELGIUM/2007	KM277576	ncbi	Belgium	?	?	2007-01-01	?	?	1
HCV/STAAL-15/KM277577/BELGIUM/2007	KM277577	ncbi	Belgium	?	?	2007-01-01	?	?	1
HCV/STAAL-17/KM277578/BELGIUM/2007	KM277578	ncbi	Belgium	?	?	2007-01-01	?	?	1
HCV/STAAL-19/KM277579/BELGIUM/2007	KM277579	ncbi	Belgium	?	?	2007-01-01	?	?	1
HCV/STAAL-21/KM277580/BELGIUM/2007	KM277580	ncbi	Belgium	?	?	2007-01-01	?	?	1
HCV/STAAL-23/KM277581/BELGIUM/2007	KM277581	ncbi	Belgium	?	?	2007-01-01	?	?	1
HCV/A/KM102760/USA/2012	KM102760	ncbi	USA	?	?	2012-06-06	?	?	?
HCV/B/KM102761/USA/2012	KM102761	ncbi	USA	?	?	2012-07-06	?	?	?
HCV/C/KM102762/USA/2012	KM102762	ncbi	USA	?	?	2012-07-12	?	?	?
HCV/D/KM102763/USA/2012	KM102763	ncbi	USA	?	?	2012-01-26	?	?	?
HCV/E/KM102764/USA/2012	KM102764	ncbi	USA	?	?	2012-06-26	?	?	?
HCV//KM102765/USA/2012	KM102765	ncbi	USA	?	?	2012-07-06	?	?	?
HCV/G/KM102766/USA/2012	KM102766	ncbi	USA	?	?	2012-07-02	?	?	?
HCV/H/KM102767/USA/2012	KM102767	ncbi	USA	PR	?	2012-02-14	?	?	?
HCV/J/KM102768/SPAIN/2012	KM102768	ncbi	Spain	?	?	2012-12-05	?	?	?
HCV/K/KM102769/NETHERLANDS/2013	KM102769	ncbi	Netherlands	?	?	2013-01-07	?	?	?
HCV/L/KM102770/NETHERLANDS/2013	KM102770	ncbi	Netherlands	?	?	2013-01-09	?	?	?
HCV/1B_PT1-98_R/AB828699/JAPAN/1998	AB828699	ncbi	Japan	?	?	1998-04-28	1b	1	1
HCV/1B_PT1-98_Q1/AB828700/JAPAN/1998	AB828700	ncbi	Japan	?	?	1998-04-28	1b	1	1
HCV/1B_PT1-98_Q2/AB828701/JAPAN/1998	AB828701	ncbi	Japan	?	?	1998-04-28	1b	1	1
HCV/1B_PT1-05_R/AB828702/JAPAN/2005	AB828702	ncbi	Japan	?	?	2005-08-22	1b	1	1
HCV/1B_PT1-05_Q1/AB828703/JAPAN/2005	AB828703	ncbi	Japan	?	?	2005-08-22	1b	1	1
HCV/1B_PT1-05_Q2/AB828704/JAPAN/2005	AB828704	ncbi	Japan	?	?	2005-08-22	1b	1	1
HCV/6A_ZS221/KC844037/CHINA/2009	KC844037	ncbi	China	?	?	2009-XX-XX	6a	6	6
HCV/6A_ZS674/KC844038/CHINA/2011	KC844038	ncbi	China	?	?	2011-XX-XX	6a	6	6
HCV/3A_ZS633/KC844041/CHINA/2011	KC844041	ncbi	China	?	?	2011-XX-XX	3a	3	3
HCV/2A_ZS623/KC844043/CHINA/2011	KC844043	ncbi	China	?	?	2011-XX-XX	2a	2	2
HCV/3B_ZS650/KC844044/CHINA/2011	KC844044	ncbi	China	?	?	2011-XX-XX	3b	3	3
HCV/4D_ZS537/KC844045/CHINA/2010	KC844045	ncbi	China	?	?	2010-XX-XX	4d	4	4
HCV/5A_ZS631/KC844046/CHINA/2011	KC844046	ncbi	China	?	?	2011-XX-XX	5a	5	5
HCV/1C_ZS17/KC844047/CHINA/2009	KC844047	ncbi	China	?	?	2009-XX-XX	1c	1	1
HCV/2B_ZS260/KC844048/CHINA/2010	KC844048	ncbi	China	?	?	2010-XX-XX	2b	2	2
HCV/1A_ZS30/KC844049/CHINA/2009	KC844049	ncbi	China	?	?	2009-XX-XX	1a	1	1
HCV/1B_GZ52540/KC844051/CHINA/2002	KC844051	ncbi	China	?	?	2002-XX-XX	1b	1	1
HCV/1B_GZ51969/KC844052/CHINA/2002	KC844052	ncbi	China	?	?	2002-XX-XX	1b	1	1
HCV/H010/KC439481/USA/2003	KC439481	ncbi	USA	?	?	2003-10-13	?	?	1
HCV/H014/KC439482/USA/2003	KC439482	ncbi	USA	?	?	2003-01-30	?	?	1
HCV/H016/KC439483/USA/2004	KC439483	ncbi	USA	?	?	2004-06-18	?	?	?
HCV/H024/KC439484/USA/2004	KC439484	ncbi	USA	?	?	2004-04-04	?	?	1
HCV/H028/KC439485/USA/2004	KC439485	ncbi	USA	?	?	2004-09-29	?	?	1
HCV/H037/KC439486/USA/2005	KC439486	ncbi	USA	?	?	2005-04-26	?	?	1
HCV/SLU029/KC439487/USA/2003	KC439487	ncbi	USA	?	?	2003-12-03	?	?	1
HCV/SLU039/KC439488/USA/2002	KC439488	ncbi	USA	?	?	2002-10-12	?	?	1
HCV/SLU062/KC439489/USA/2005	KC439489	ncbi	USA	?	?	2005-02-07	?	?	1
HCV/SLU072/KC439490/USA/2005	KC439490	ncbi	USA	?	?	2005-04-25	?	?	1
HCV/SLU081/KC439491/USA/2005	KC439491	ncbi	USA	?	?	2005-08-16	?	?	1
HCV/SLU085/KC439492/USA/2005	KC439492	ncbi	USA	?	?	2005-09-09	?	?	1
HCV/SLU100/KC439493/USA/2006	KC439493	ncbi	USA	?	?	2006-03-27	?	?	1
HCV/SLU102/KC439494/USA/2006	KC439494	ncbi	USA	?	?	2006-04-01	?	?	?
HCV/SLU103/KC439495/USA/2006	KC439495	ncbi	USA	?	?	2006-04-25	?	?	?
HCV/SLU107/KC439496/USA/2006	KC439496	ncbi	USA	?	?	2006-08-02	?	?	1
HCV/SLU111/KC439497/USA/2006	KC439497	ncbi	USA	?	?	2006-09-01	?	?	?
HCV/SLU116/KC439498/USA/2006	KC439498	ncbi	USA	?	?	2006-10-12	?	?	?
HCV/UMI013/KC439499/USA/2002	KC439499	ncbi	USA	?	?	2002-04-16	?	?	1
HCV/UMI055/KC439500/USA/2003	KC439500	ncbi	USA	?	?	2003-09-15	?	?	1
HCV/UMI063/KC439501/USA/2003	KC439501	ncbi	USA	?	?	2003-11-19	?	?	1
HCV/VAL016/KC439502/USA/2005	KC439502	ncbi	USA	?	?	2005-10-17	?	?	1
HCV/1909/KC439503/USA/1997	KC439503	ncbi	USA	?	?	1997-01-17	?	?	1
HCV/2042/KC439504/USA/1997	KC439504	ncbi	USA	?	?	1997-03-10	?	?	1
HCV/2054/KC439505/USA/1997	KC439505	ncbi	USA	?	?	1997-03-25	?	?	1
HCV/2071/KC439506/USA/1997	KC439506	ncbi	USA	?	?	1997-03-31	?	?	1
HCV/215/KC439507/USA/1995	KC439507	ncbi	USA	?	?	1995-04-20	?	?	1
HCV/23/KC439508/USA/1995	KC439508	ncbi	USA	?	?	1995-03-24	?	?	1
HCV/2468/KC439509/USA/1997	KC439509	ncbi	USA	?	?	1997-08-05	?	?	1
HCV/2936/KC439510/USA/1997	KC439510	ncbi	USA	?	?	1997-11-02	?	?	1
HCV/3040/KC439511/USA/1997	KC439511	ncbi	USA	?	?	1997-11-26	?	?	1
HCV/3374/KC439512/USA/1998	KC439512	ncbi	USA	?	?	1998-03-03	?	?	1
HCV/3642/KC439513/USA/1998	KC439513	ncbi	USA	?	?	1998-06-17	?	?	1
HCV/3951/KC439514/USA/1999	KC439514	ncbi	USA	?	?	1999-03-04	?	?	1
HCV/486/KC439515/USA/1995	KC439515	ncbi	USA	?	?	1995-08-07	?	?	1
HCV/5226/KC439516/USA/2002	KC439516	ncbi	USA	?	?	2002-02-28	?	?	1
HCV/5246/KC439517/USA/2002	KC439517	ncbi	USA	?	?	2002-03-12	?	?	1
HCV/5438/KC439518/USA/2002	KC439518	ncbi	USA	?	?	2002-06-20	?	?	1
HCV/5665/KC439519/USA/2002	KC439519	ncbi	USA	?	?	2002-09-30	?	?	1
HCV/6415/KC439520/USA/2009	KC439520	ncbi	USA	?	?	2009-02-25	?	?	1
HCV/6419/KC439521/USA/2009	KC439521	ncbi	USA	?	?	2009-03-03	?	?	1
HCV/6423/KC439522/USA/2009	KC439522	ncbi	USA	?	?	2009-03-25	?	?	1
HCV/6424/KC439523/USA/2009	KC439523	ncbi	USA	?	?	2009-04-10	?	?	1
HCV/6429/KC439524/USA/2009	KC439524	ncbi	USA	?	?	2009-04-22	?	?	1
HCV/6439/KC439525/USA/2009	KC439525	ncbi	USA	?	?	2009-06-07	?	?	1
HCV/6448/KC439526/USA/2009	KC439526	ncbi	USA	?	?	2009-09-01	?	?	1
HCV/83/KC439527/USA/1995	KC439527	ncbi	USA	?	?	1995-04-02	?	?	1
HCV/ILBS/KF373567/INDIA/2012	KF373567	ncbi	India	?	?	2012-03-23	?	?	5
HCV/M003_A_NFLC3/JQ061781/USA/2006	JQ061781	ncbi	USA	?	?	2006-11-22	?	?	?
HCV/M003_A_NFLC5/JQ061783/USA/2006	JQ061783	ncbi	USA	?	?	2006-11-22	?	?	?
HCV/M003_A_NFLC7/JQ061786/USA/2006	JQ061786	ncbi	USA	?	?	2006-11-22	?	?	?
HCV/M003_A_NFLC8/JQ061787/USA/2006	JQ061787	ncbi	USA	?	?	2006-11-22	?	?	1
HCV/MRS129/KC197226/FRANCE/2001	KC197226	ncbi	France	?	?	2001-XX-XX	?	?	2
HCV/PTR1256/KC197227/FRANCE/2008	KC197227	ncbi	France	?	?	2008-XX-XX	?	?	2
HCV/FRBD3618/KC197228/FRANCE/2004	KC197228	ncbi	France	?	?	2004-XX-XX	?	?	2
HCV/MRS37/KC197229/FRANCE/1995	KC197229	ncbi	France	?	?	1995-XX-XX	?	?	2
HCV/PTR9415/KC197230/FRANCE/2008	KC197230	ncbi	France	?	?	2008-XX-XX	?	?	2
HCV/MRS178/KC197231/FRANCE/2001	KC197231	ncbi	France	?	?	2001-XX-XX	?	?	2
HCV/FRBD0565/KC197232/FRANCE/2005	KC197232	ncbi	France	?	?	2005-XX-XX	?	?	2
HCV/PTR2795/KC197233/FRANCE/2009	KC197233	ncbi	France	?	?	2009-XX-XX	?	?	2
HCV/PTR3874/KC197234/FRANCE/2009	KC197234	ncbi	France	?	?	2009-XX-XX	?	?	2
HCV/MRS89/KC197235/FRANCE/1995	KC197235	ncbi	France	?	?	1995-XX-XX	?	?	2
HCV/PTR7904/KC197240/FRANCE/2008	KC197240	ncbi	France	?	?	2008-XX-XX	?	?	2
HCV/1A_V2502/JX463525/USA/2001	JX463525	ncbi	USA	?	?	2001-09-12	1a	1	1
HCV/1A_V2503/JX463526/USA/2002	JX463526	ncbi	USA	?	?	2002-08-13	1a	1	1
HCV/1A_V2504/JX463527/USA/2002	JX463527	ncbi	USA	?	?	2002-08-20	1a	1	1
HCV/1A_V2505/JX463528/USA/2002	JX463528	ncbi	USA	?	?	2002-12-16	1a	1	1
HCV/1A_V2506/JX463529/USA/2002	JX463529	ncbi	USA	?	?	2002-05-01	1a	1	1
HCV/1A_V2507/JX463530/USA/2003	JX463530	ncbi	USA	?	?	2003-02-05	1a	1	1
HCV/1A_V2508/JX463531/USA/2004	JX463531	ncbi	USA	?	?	2004-01-21	1a	1	1
HCV/1A_V2509/JX463532/USA/2004	JX463532	ncbi	USA	?	?	2004-01-21	1a	1	?
HCV/1A_V2510/JX463533/USA/2004	JX463533	ncbi	USA	?	?	2004-02-09	1a	1	1
HCV/1A_V2511/JX463534/USA/2002	JX463534	ncbi	USA	?	?	2002-11-13	1a	1	1
HCV/1A_V2512/JX463535/USA/2002	JX463535	ncbi	USA	?	?	2002-01-23	1a	1	1
HCV/1A_V2513/JX463536/USA/2003	JX463536	ncbi	USA	?	?	2003-06-11	1a	1	1
HCV/1A_V2514/JX463537/USA/2003	JX463537	ncbi	USA	?	?	2003-07-16	1a	1	1
HCV/1A_V3179/JX463538/USA/2002	JX463538	ncbi	USA	?	?	2002-07-23	1a	1	1
HCV/1A_V3180/JX463539/USA/2002	JX463539	ncbi	USA	?	?	2002-11-06	1a	1	1
HCV/1A_V3181/JX463540/USA/2002	JX463540	ncbi	USA	?	?	2002-03-04	1a	1	1
HCV/1A_V3182/JX463541/USA/2002	JX463541	ncbi	USA	?	?	2002-06-05	1a	1	1
HCV/1A_V3183/JX463542/USA/2003	JX463542	ncbi	USA	?	?	2003-02-12	1a	1	1
HCV/1A_V3184/JX463543/USA/2003	JX463543	ncbi	USA	?	?	2003-04-15	1a	1	1
HCV/1A_V3185/JX463544/USA/2003	JX463544	ncbi	USA	?	?	2003-06-16	1a	1	1
HCV/1A_V3186/JX463545/USA/2004	JX463545	ncbi	USA	?	?	2004-06-10	1a	1	1
HCV/1A_V3187/JX463546/USA/2002	JX463546	ncbi	USA	?	?	2002-09-18	1a	1	1
HCV/1A_V3188/JX463547/USA/2003	JX463547	ncbi	USA	?	?	2003-11-20	1a	1	1
HCV/1A_V3189/JX463548/USA/2003	JX463548	ncbi	USA	?	?	2003-12-02	1a	1	1
HCV/1A_V3190/JX463549/USA/2003	JX463549	ncbi	USA	?	?	2003-12-11	1a	1	1
HCV/1A_V3191/JX463550/USA/2004	JX463550	ncbi	USA	?	?	2004-01-07	1a	1	1
HCV/1A_V3326/JX463551/USA/2003	JX463551	ncbi	USA	?	?	2003-08-06	1a	1	1
HCV/1A_V3327/JX463552/USA/2003	JX463552	ncbi	USA	?	?	2003-10-08	1a	1	1
HCV/1A_V3352/JX463553/USA/2003	JX463553	ncbi	USA	?	?	2003-11-21	1a	1	1
HCV/1A_V3353/JX463554/USA/2003	JX463554	ncbi	USA	?	?	2003-01-27	1a	1	1
HCV/1A_V2515/JX463555/USA/2001	JX463555	ncbi	USA	?	?	2001-10-17	1a	1	1
HCV/1A_V2516/JX463556/USA/2001	JX463556	ncbi	USA	?	?	2001-10-05	1a	1	1
HCV/1A_V2518/JX463557/USA/2002	JX463557	ncbi	USA	?	?	2002-11-14	1a	1	1
HCV/1A_V2519/JX463558/USA/2003	JX463558	ncbi	USA	?	?	2003-01-21	1a	1	1
HCV/1A_V2520/JX463559/USA/2002	JX463559	ncbi	USA	?	?	2002-03-12	1a	1	1
HCV/1A_V2521/JX463560/USA/2002	JX463560	ncbi	USA	?	?	2002-06-05	1a	1	1
HCV/1A_V2522/JX463561/USA/2003	JX463561	ncbi	USA	?	?	2003-01-10	1a	1	1
HCV/1A_V2523/JX463562/USA/2003	JX463562	ncbi	USA	?	?	2003-01-15	1a	1	1
HCV/1A_V2524/JX463563/USA/2003	JX463563	ncbi	USA	?	?	2003-01-15	1a	1	1
HCV/1A_V2525/JX463564/USA/2003	JX463564	ncbi	USA	?	?	2003-04-11	1a	1	1
HCV/1A_V2526/JX463565/USA/2003	JX463565	ncbi	USA	?	?	2003-04-09	1a	1	1
HCV/1A_V2527/JX463566/USA/2003	JX463566	ncbi	USA	?	?	2003-06-02	1a	1	1
HCV/1A_V2528/JX463567/USA/2003	JX463567	ncbi	USA	?	?	2003-08-20	1a	1	1
HCV/1A_V2529/JX463568/USA/2003	JX463568	ncbi	USA	?	?	2003-08-13	1a	1	1
HCV/1A_V3201/JX463569/USA/2001	JX463569	ncbi	USA	?	?	2001-10-17	1a	1	1
HCV/1A_V3202/JX463570/USA/2003	JX463570	ncbi	USA	?	?	2003-01-13	1a	1	1
HCV/1A_V3203/JX463571/USA/2002	JX463571	ncbi	USA	?	?	2002-04-17	1a	1	1
HCV/1A_V3204/JX463572/USA/2003	JX463572	ncbi	USA	?	?	2003-01-22	1a	1	1
HCV/1A_V3205/JX463573/USA/2003	JX463573	ncbi	USA	?	?	2003-07-22	1a	1	1
HCV/1A_V3206/JX463574/USA/2003	JX463574	ncbi	USA	?	?	2003-08-19	1a	1	1
HCV/1A_V3207/JX463575/USA/2003	JX463575	ncbi	USA	?	?	2003-10-13	1a	1	1
HCV/1A_V3208/JX463576/USA/2003	JX463576	ncbi	USA	?	?	2003-10-29	1a	1	1
HCV/1A_V3209/JX463577/USA/2004	JX463577	ncbi	USA	?	?	2004-01-27	1a	1	?
HCV/1A_V3210/JX463578/USA/2004	JX463578	ncbi	USA	?	?	2004-04-28	1a	1	1
HCV/1A_V3211/JX463579/USA/2004	JX463579	ncbi	USA	?	?	2004-06-14	1a	1	?
HCV/1A_V3212/JX463580/USA/2004	JX463580	ncbi	USA	?	?	2004-10-06	1a	1	1
HCV/1A_V3213/JX463581/USA/2004	JX463581	ncbi	USA	?	?	2004-11-16	1a	1	1
HCV/1A_V3330/JX463582/USA/2003	JX463582	ncbi	USA	?	?	2003-04-23	1a	1	1
HCV/1A_V3331/JX463583/USA/2003	JX463583	ncbi	USA	?	?	2003-04-09	1a	1	1
HCV/1A_V3351/JX463584/USA/2003	JX463584	ncbi	USA	?	?	2003-12-08	1a	1	1
HCV/1A_V2530/JX463585/USA/2004	JX463585	ncbi	USA	?	?	2004-08-30	1a	1	1
HCV/1A_V2531/JX463586/USA/2005	JX463586	ncbi	USA	?	?	2005-06-27	1a	1	1
HCV/1A_V2532/JX463587/USA/2005	JX463587	ncbi	USA	?	?	2005-06-06	1a	1	1
HCV/1A_V2533/JX463588/USA/2005	JX463588	ncbi	USA	?	?	2005-12-06	1a	1	1
HCV/1A_V2534/JX463589/USA/2006	JX463589	ncbi	USA	?	?	2006-02-20	1a	1	?
HCV/1A_V2535/JX463590/USA/2006	JX463590	ncbi	USA	?	?	2006-06-12	1a	1	?
HCV/1A_V2536/JX463591/USA/2006	JX463591	ncbi	USA	?	?	2006-08-23	1a	1	1
HCV/1A_V2537/JX463592/USA/2007	JX463592	ncbi	USA	?	?	2007-01-29	1a	1	1
HCV/1A_V2538/JX463593/USA/2007	JX463593	ncbi	USA	?	?	2007-01-30	1a	1	1
HCV/1A_V2547/JX463594/USA/2006	JX463594	ncbi	USA	?	?	2006-05-30	1a	1	?
HCV/1A_V2549/JX463595/USA/2007	JX463595	ncbi	USA	?	?	2007-01-29	1a	1	1
HCV/1A_V3192/JX463596/USA/2005	JX463596	ncbi	USA	?	?	2005-05-09	1a	1	1
HCV/1A_V3193/JX463597/USA/2005	JX463597	ncbi	USA	?	?	2005-08-29	1a	1	1
HCV/1A_V3194/JX463598/USA/2005	JX463598	ncbi	USA	?	?	2005-09-12	1a	1	?
HCV/1A_V3195/JX463599/USA/2005	JX463599	ncbi	USA	?	?	2005-08-22	1a	1	?
HCV/1A_V3196/JX463600/USA/2005	JX463600	ncbi	USA	?	?	2005-12-12	1a	1	1
HCV/1A_V3197/JX463601/USA/2006	JX463601	ncbi	USA	?	?	2006-02-06	1a	1	?
HCV/1A_V3198/JX463602/USA/2006	JX463602	ncbi	USA	?	?	2006-04-25	1a	1	?
HCV/1A_V3199/JX463603/USA/2006	JX463603	ncbi	USA	?	?	2006-07-19	1a	1	1
HCV/1A_V3200/JX463604/USA/2006	JX463604	ncbi	USA	?	?	2006-07-17	1a	1	?
HCV/1A_V3328/JX463605/USA/2007	JX463605	ncbi	USA	?	?	2007-02-26	1a	1	1
HCV/1A_V3329/JX463606/USA/2007	JX463606	ncbi	USA	?	?	2007-02-21	1a	1	?
HCV/1A_V3336/JX463607/USA/2005	JX463607	ncbi	USA	?	?	2005-01-12	1a	1	1
HCV/1A_V3337/JX463608/USA/2005	JX463608	ncbi	USA	?	?	2005-12-05	1a	1	?
HCV/1A_V3343/JX463609/USA/2006	JX463609	ncbi	USA	?	?	2006-11-17	1a	1	?
HCV/1A_V3344/JX463610/USA/2006	JX463610	ncbi	USA	?	?	2006-12-04	1a	1	?
HCV/1A_V3346/JX463611/USA/2006	JX463611	ncbi	USA	?	?	2006-12-18	1a	1	1
HCV/1A_V3347/JX463612/USA/2006	JX463612	ncbi	USA	?	?	2006-10-25	1a	1	?
HCV/1A_V2539/JX463613/USA/2004	JX463613	ncbi	USA	?	?	2004-10-19	1a	1	1
HCV/1A_V2540/JX463614/USA/2004	JX463614	ncbi	USA	?	?	2004-11-09	1a	1	1
HCV/1A_V2541/JX463615/USA/2005	JX463615	ncbi	USA	?	?	2005-05-11	1a	1	1
HCV/1A_V2543/JX463616/USA/2005	JX463616	ncbi	USA	?	?	2005-12-19	1a	1	1
HCV/1A_V2544/JX463617/USA/2006	JX463617	ncbi	USA	?	?	2006-01-03	1a	1	1
HCV/1A_V2545/JX463618/USA/2006	JX463618	ncbi	USA	?	?	2006-01-30	1a	1	1
HCV/1A_V2546/JX463619/USA/2006	JX463619	ncbi	USA	?	?	2006-04-17	1a	1	?
HCV/1A_V2548/JX463620/USA/2006	JX463620	ncbi	USA	?	?	2006-10-11	1a	1	?
HCV/1A_V2550/JX463621/USA/2007	JX463621	ncbi	USA	?	?	2007-02-01	1a	1	1
HCV/1A_V2551/JX463622/USA/2007	JX463622	ncbi	USA	?	?	2007-04-23	1a	1	?
HCV/1A_V2552/JX463623/USA/2007	JX463623	ncbi	USA	?	?	2007-03-20	1a	1	1
HCV/1A_V3214/JX463624/USA/2004	JX463624	ncbi	USA	?	?	2004-11-03	1a	1	1
HCV/1A_V3215/JX463625/USA/2005	JX463625	ncbi	USA	?	?	2005-06-06	1a	1	1
HCV/1A_V3216/JX463626/USA/2005	JX463626	ncbi	USA	?	?	2005-07-25	1a	1	1
HCV/1A_V3217/JX463627/USA/2005	JX463627	ncbi	USA	?	?	2005-11-14	1a	1	1
HCV/1A_V3219/JX463628/USA/2006	JX463628	ncbi	USA	?	?	2006-03-13	1a	1	?
HCV/1A_V3220/JX463629/USA/2006	JX463629	ncbi	USA	?	?	2006-05-08	1a	1	1
HCV/1A_V3221/JX463630/USA/2006	JX463630	ncbi	USA	?	?	2006-05-01	1a	1	?
HCV/1A_V3332/JX463631/USA/2006	JX463631	ncbi	USA	?	?	2006-05-30	1a	1	1
HCV/1A_V3333/JX463632/USA/2006	JX463632	ncbi	USA	?	?	2006-05-15	1a	1	?
HCV/1A_V3334/JX463633/USA/2006	JX463633	ncbi	USA	?	?	2006-05-03	1a	1	?
HCV/1A_V3335/JX463634/USA/2006	JX463634	ncbi	USA	?	?	2006-08-04	1a	1	1
HCV/1A_V3340/JX463635/USA/2006	JX463635	ncbi	USA	?	?	2006-08-15	1a	1	1
HCV/1A_V3341/JX463636/USA/2006	JX463636	ncbi	USA	?	?	2006-08-29	1a	1	1
HCV/1A_V3342/JX463637/USA/2006	JX463637	ncbi	USA	?	?	2006-10-17	1a	1	?
HCV/1A_V3345/JX463638/USA/2006	JX463638	ncbi	USA	?	?	2006-12-08	1a	1	?
HCV/1A_V3348/JX463639/USA/2007	JX463639	ncbi	USA	?	?	2007-02-13	1a	1	1
HCV/1A_V3349/JX463640/USA/2007	JX463640	ncbi	USA	?	?	2007-02-16	1a	1	1
HCV/1A_V3350/JX463641/USA/2007	JX463641	ncbi	USA	?	?	2007-01-31	1a	1	1
HCV/3A_ILBSRAS_BLS/KF035123/INDIA/2012	KF035123	ncbi	India	?	?	2012-08-20	3a	3	3
HCV/3A_ILBSRAS_JK/KF035124/INDIA/2012	KF035124	ncbi	India	?	?	2012-08-20	3a	3	3
HCV/3A_ILBSRAS_BD/KF035125/INDIA/2012	KF035125	ncbi	India	?	?	2012-08-20	3a	3	3
HCV/3A_ILBSRAS_LD/KF035126/INDIA/2012	KF035126	ncbi	India	?	?	2012-08-20	3a	3	3
HCV/3A_ILBSRAS_UG/KF035127/INDIA/2012	KF035127	ncbi	India	?	?	2012-08-20	3a	3	3
T9/JFH1	KC967476	ncbi	Denmark	?	?	2012-03-01	?	?	2
DH8/JFH1	KC967477	ncbi	Denmark	?	?	2012-03-01	?	?	2
DH10/JFH1	KC967478	ncbi	Denmark	?	?	2012-03-01	?	?	2
S83/JFH1	KC967479	ncbi	Denmark	?	?	2012-03-01	?	?	2
HCV/4A_HCV4A-KM/AB795432/JAPAN/2012	AB795432	ncbi	Japan	?	?	2012-02-XX	4a	4	4
HCV/10MYKJ032/KC191671/MALAYSIA/2010	KC191671	ncbi	Malaysia	?	?	2010-XX-XX	?	?	6
HCV/1106/JX472005/USA/2003	JX472005	ncbi	USA	?	?	2003-XX-XX	?	?	1
HCV/1701/JX472006/USA/2003	JX472006	ncbi	USA	?	?	2003-XX-XX	?	?	1
HCV/1709/JX472007/USA/2003	JX472007	ncbi	USA	?	?	2003-XX-XX	?	?	1
