strain	clade_membership	accession	date	source	country	original_annotated_genotype	original_annotated_subtype
HCV/HCV083/MK328023/CHINA/2015	6		2015-XX-XX	ncbi	China		
HCV/HCV146/MK328011/CHINA/2014	6		2014-XX-XX	ncbi	China		
HCV/HCV143/MK327991/CHINA/2014	6		2014-XX-XX	ncbi	China		
HCV/HCV158/MK328004/CHINA/2015	6		2015-XX-XX	ncbi	China		
HCV/P17/OP022918/UNITED-KINGDOM/2018	6		2014-XX-XX	ictv	United Kingdom	6	6
HCV/HCV078/MK327993/CHINA/2015	6		2015-XX-XX	ncbi	China		
HCV/HCV093/MK328001/CHINA/2014	6		2014-XX-XX	ncbi	China		
HCV/HCV081/MK328012/CHINA/2015	6		2015-XX-XX	ncbi	China		
HCV/HCV150/MK327990/CHINA/2014	6		2014-XX-XX	ncbi	China		
HCV/HCV151/MK328021/CHINA/2014	6		2014-XX-XX	ncbi	China		
HCV/S553_20130122_FL_B08/OK552813/USA/2013	6		2004-08-XX	ictv	USA	6	6v
HCV/P11/OP022912/UNITED-KINGDOM/2018	6		2019-01-XX	ictv	United Kingdom	6	6
HCV/S553_20120314_FL_B14/OK552730/USA/2012	6		2009-XX-XX	ictv	USA	6	6
HCV/6_120/LC368421/MYANMAR/2012	6		2012-XX-XX	ncbi	Myanmar		
HCV/Q/KM587630/USA/2012	6		2012-07-19	ncbi	USA		
HCV/AUS806/MW629116/AUSTRALIA/2005	6		2005-10-24	ncbi	Australia		
HCV/YNKH284/MZ504974/CHINA/2018	6		2018-XX-XX	ncbi	China		
HCV/P3/OP022904/UNITED-KINGDOM/2019	6		2018-XX-XX	ictv	United Kingdom	6	6xi
HCV/P4/OP022905/UNITED-KINGDOM/2019	6		2019-XX-XX	ictv	United Kingdom	6	6xi
HCV/YNKH304/MZ504975/CHINA/2019	6		2019-XX-XX	ncbi	China		
HCV/P2/OP022903/UNITED-KINGDOM/2018	6		2018-XX-XX	ictv	United Kingdom	6	6xj
HCV/YNKH282A/MZ171133/CHINA/2018	6		2018-XX-XX	ncbi	China		
HCV/P1/OP022902/UNITED-KINGDOM/2015	6		2018-XX-XX	ictv	United Kingdom	6	6xj
HCV/YNKH299A/MZ171128/CHINA/2018	6		2018-XX-XX	ncbi	China		
HCV/YNKH301A/MZ171130/CHINA/2018	6		2018-XX-XX	ncbi	China		
HCV/YNKH300A/MZ171129/CHINA/2018	6		2018-XX-XX	ncbi	China		
HCV/YNKH306A/MZ171132/CHINA/2018	6		2018-XX-XX	ncbi	China		
HCV/YNKH303A/MZ171131/CHINA/2018	6		2018-XX-XX	ncbi	China		
HCV/10MYKJ032/KC191671/MALAYSIA/2010	6		2010-XX-XX	ncbi	Malaysia		
HCV/6N_135/LC368435/THAILAND/2014	6		2014-XX-XX	ncbi	Thailand	6	6n
HCV/6N_107/LC368409/MYANMAR/2008	6		2008-XX-XX	ncbi	Myanmar	6	6n
HCV/CP16/KY014622/CHINA/2012	6		2012-XX-XX	ncbi	China		
HCV/SC031/KY120330/CHINA/2002	6		2002-11-23	ncbi	China		
HCV/6N_122/LC368423/MYANMAR/2012	6		2012-XX-XX	ncbi	Myanmar	6	6n
HCV/P14/OP022915/UNITED-KINGDOM/2019	6		2014-XX-XX	ictv	United Kingdom	6	6xg
HCV/P15/OP022916/UNITED-KINGDOM/2019	6		2014-XX-XX	ictv	United Kingdom	6	6xg
HCV/14DH76/MK139022/CHINA/2014	6		2014-XX-XX	ncbi	China		
HCV/14DH51/MK139019/CHINA/2014	6		2014-XX-XX	ncbi	China		
HCV/14DH40/MK139016/CHINA/2014	6		2014-XX-XX	ncbi	China		
HCV/14DH61/MK139020/CHINA/2014	6		2014-XX-XX	ncbi	China		
HCV/P16/OP022917/UNITED-KINGDOM/2019	6		2014-XX-XX	ictv	United Kingdom	6	6xg
HCV/14DH34/MK139015/CHINA/2014	6		2014-XX-XX	ncbi	China		
HCV/14DH67/MK139021/CHINA/2014	6		2014-XX-XX	ncbi	China		
HCV/14DH42/MK139017/CHINA/2014	6		2014-XX-XX	ncbi	China		
HCV/14DH50/MK139018/CHINA/2014	6		2014-XX-XX	ncbi	China		
HCV/N/KM587627/USA/2012	6		2012-07-27	ncbi	USA		
HCV/O/KM587628/USA/2012	6		2012-07-06	ncbi	USA		
HCV/HITP300169/KU871311/AUSTRALIA/2009	6		2009-04-16	ncbi	Australia		
HCV/HCV072_S/MZ161158/CHINA/2011	6		2011-08-16	ncbi	China		
HCV/HITCYIMM0986FX/KU871310/AUSTRALIA/2010	6		2010-02-05	ncbi	Australia		
HCV/D325/FJ515129/TAIWAN/2005	6		2005-XX-XX	ncbi	Taiwan		
HCV/D455/FJ515149/TAIWAN/2005	6		2005-XX-XX	ncbi	Taiwan		
HCV/D176/FJ515090/TAIWAN/2005	6		2005-XX-XX	ncbi	Taiwan		
HCV/D11/FJ515016/TAIWAN/2004	6		2004-XX-XX	ncbi	Taiwan		
HCV/D75/FJ515040/TAIWAN/2004	6		2004-XX-XX	ncbi	Taiwan		
HCV/SC206/KY120329/CHINA/2002	6		2002-11-05	ncbi	China		
HCV/HCV062/MZ161148/CHINA/2011	6		2011-06-29	ncbi	China		
HCV/HCV070_S/MZ161156/CHINA/2011	6		2011-07-22	ncbi	China		
HCV/HCV069/MZ161155/CHINA/2011	6		2011-07-21	ncbi	China		
HCV/HCV060/MZ161146/CHINA/2011	6		2011-06-29	ncbi	China		
HCV/6A_ZS674/KC844038/CHINA/2011	6		2011-XX-XX	ncbi	China	6	6a
HCV/HCV063/MZ161149/CHINA/2011	6		2011-06-30	ncbi	China		
HCV/6A_PR144/HQ912955/CHINA/2008	6		2008-12-11	ncbi	China	6	6a
HCV/HCV061/MZ161147/CHINA/2011	6		2011-06-29	ncbi	China		
HCV/HCV064/MZ161150/CHINA/2011	6		2011-07-04	ncbi	China		
HCV/6A_ZS221/KC844037/CHINA/2009	6		2009-XX-XX	ncbi	China	6	6a
HCV/GZ2983/MT185686/CHINA/2019	6		2019-04-23	ncbi	China		
HCV/HCV065/MZ161151/CHINA/2011	6		2011-07-15	ncbi	China		
HCV/HCV071/MZ161157/CHINA/2011	6		2011-08-16	ncbi	China		
HCV/HCV067/MZ161153/CHINA/2011	6		2011-07-19	ncbi	China		
HCV/HCV051_S/MZ161145/CHINA/2010	6		2010-12-01	ncbi	China		
HCV/HCV068_S/MZ161154/CHINA/2011	6		2011-07-21	ncbi	China		
HCV/HCV066/MZ161152/CHINA/2011	6		2011-07-15	ncbi	China		
HCV/6A_PR58/HQ912954/CHINA/2008	6		2008-12-28	ncbi	China	6	6a
HCV/HCV128/MK327986/CHINA/2014	6		2014-XX-XX	ncbi	China		
HCV/P/KM587629/USA/2012	6		2012-07-19	ncbi	USA		
HCV/HCV138/MK327994/CHINA/2014	6		2014-XX-XX	ncbi	China		
HCV/HCV075/MK327996/CHINA/2014	6		2014-XX-XX	ncbi	China		
HCV/P18/OP022919/UNITED-KINGDOM/2019	6		2014-XX-XX	ictv	United Kingdom	6	6xh
HCV/HCV084/MK328003/CHINA/2015	6		2015-XX-XX	ncbi	China		
HCV/HCV073/MK328010/CHINA/2014	6		2014-XX-XX	ncbi	China		
HCV/HCV141/MK327989/CHINA/2014	6		2014-XX-XX	ncbi	China		
HCV/HCV099/MK328006/CHINA/2015	6		2015-XX-XX	ncbi	China		
HCV/HCV079/MK328002/CHINA/2015	6		2015-XX-XX	ncbi	China		
HCV/HCV142/MK328025/CHINA/2014	6		2014-XX-XX	ncbi	China		
HCV/HCV103/MK328008/CHINA/2014	6		2014-XX-XX	ncbi	China		
HCV/HCV104/MK327998/CHINA/2014	6		2014-XX-XX	ncbi	China		
HCV/HCV154/MK328018/CHINA/2014	6		2014-XX-XX	ncbi	China		
HCV/HCV092/MK328009/CHINA/2014	6		2014-XX-XX	ncbi	China		
HCV/HCV108/MK327999/CHINA/2014	6		2014-XX-XX	ncbi	China		
HCV/HCV074/MK327985/CHINA/2014	6		2014-XX-XX	ncbi	China		
HCV/HCV080/MK328020/CHINA/2015	6		2015-XX-XX	ncbi	China		
HCV/HCV153/MK327987/CHINA/2014	6		2014-XX-XX	ncbi	China		
HCV/HCV101/MK327981/CHINA/2015	6		2015-XX-XX	ncbi	China		
HCV/HCV147/MK328007/CHINA/2014	6		2014-XX-XX	ncbi	China		
HCV/HCV145/MK328014/CHINA/2014	6		2014-XX-XX	ncbi	China		
HCV/HCV152/MK327995/CHINA/2014	6		2014-XX-XX	ncbi	China		
HCV/HCV140/MK328026/CHINA/2014	6		2014-XX-XX	ncbi	China		
HCV/HCV149/MK327997/CHINA/2014	6		2014-XX-XX	ncbi	China		
HCV/HCV086/MK327982/CHINA/2015	6		2015-XX-XX	ncbi	China		
HCV/HCV148/MK328000/CHINA/2014	6		2014-XX-XX	ncbi	China		
HCV/HCV106/MK328017/CHINA/2014	6		2014-XX-XX	ncbi	China		
HCV/HCV085/MK328024/CHINA/2015	6		2015-XX-XX	ncbi	China		
HCV/HCV096/MK327983/CHINA/2014	6		2014-XX-XX	ncbi	China		
HCV/HCV077/MK327984/CHINA/2014	6		2014-XX-XX	ncbi	China		
HCV/HCV082/MK327988/CHINA/2015	6		2015-XX-XX	ncbi	China		
HCV/HCV144/MK328022/CHINA/2014	6		2014-XX-XX	ncbi	China		
HCV/HCV076/MK328005/CHINA/2014	6		2014-XX-XX	ncbi	China		
HCV/HCV157/MK328015/CHINA/2015	6		2015-XX-XX	ncbi	China		
HCV/HCV094/MK328019/CHINA/2014	6		2014-XX-XX	ncbi	China		
HCV/HCV156/MK328013/CHINA/2015	6		2015-XX-XX	ncbi	China		
HCV/HCV139/MK327992/CHINA/2014	6		2014-XX-XX	ncbi	China		
HCV/HCV155/MK328016/CHINA/2014	6		2014-XX-XX	ncbi	China		
HCV/U100_KYAMULIBWA/MH742361/UGANDA/2014	4		2014-05-20	ncbi	Uganda		
HCV/U317_BUTITI/MH742370/UGANDA/2014	4		2014-05-20	ncbi	Uganda		
HCV/U320_BUTITI/MH742371/UGANDA/2014	4		2014-05-20	ncbi	Uganda		
HCV/U275_NAKASEETA/MH742364/UGANDA/2014	4		2014-05-20	ncbi	Uganda		
HCV/EG/MK799639/EGYPT/2018	4		2018-04-XX	ncbi	Egypt		
HCV/U295_BUSOGA/MH742368/UGANDA/2014	4		2014-05-20	ncbi	Uganda		
HCV/U282_NALUNNYA/MH742366/UGANDA/2014	4		2014-05-20	ncbi	Uganda		
HCV/U49_MISENYI/MH742360/UGANDA/2014	4		2014-05-20	ncbi	Uganda		
HCV/U149_BULWADDA/MH742362/UGANDA/2014	4		2014-05-20	ncbi	Uganda		
HCV/U150_BULWADDA/MH742363/UGANDA/2014	4		2014-05-20	ncbi	Uganda		
HCV/U278_NALUNNYA/MH742365/UGANDA/2014	4		2014-05-20	ncbi	Uganda		
HCV/U316_BUTITI/MH742369/UGANDA/2014	4		2014-05-20	ncbi	Uganda		
HCV/U294_BUSOGA/MH742367/UGANDA/2014	4		2014-05-20	ncbi	Uganda		
HCV/S553_20130122_FL_A07/OK552794/USA/2013	4		2006-02-13	ictv	USA	4	4v
HCV/S553_20130122_FL_A04/OK552793/USA/2013	4		2005-06-14	ictv	USA	4	4v
HCV/NED4-13/KU871288/NETHERLANDS/2014	4		2014-01-01	ncbi	Netherlands		
HCV/L/KM587625/USA/2012	4		2012-07-18	ncbi	USA		
HCV/NED4-16/KU871287/NETHERLANDS/2014	4		2014-01-01	ncbi	Netherlands		
HCV/NED4-15/KU871286/NETHERLANDS/2014	4		2014-01-01	ncbi	Netherlands		
HCV/4D_ZS537/KC844045/CHINA/2010	4		2010-XX-XX	ncbi	China	4	4d
HCV/NED4-6/KU871285/NETHERLANDS/2014	4		2014-01-01	ncbi	Netherlands		
HCV/NED4-7/KU871283/NETHERLANDS/2014	4		2014-01-01	ncbi	Netherlands		
HCV/NED4-8/KU871284/NETHERLANDS/2014	4		2014-01-01	ncbi	Netherlands		
HCV/G48_160518/MW715689/UNITED-KINGDOM/2018	4		2018-05-16	ncbi	United Kingdom		
HCV/P155_220410/MW675799/UNITED-KINGDOM/2010	4		2010-04-22	ncbi	United Kingdom		
HCV/P155_181209/MW675797/UNITED-KINGDOM/2009	4		2009-12-18	ncbi	United Kingdom		
HCV/P155_210110/MW675798/UNITED-KINGDOM/2010	4		2010-01-21	ncbi	United Kingdom		
HCV/P155_241011/MW675800/UNITED-KINGDOM/2011	4		2011-10-24	ncbi	United Kingdom		
HCV/K4583/MH477426/CAMEROON/2015	4		2015-XX-XX	ncbi	Cameroon		
HCV/A352/MH477417/CAMEROON/2016	4		2016-XX-XX	ncbi	Cameroon		
HCV/K8259/MH477421/CAMEROON/2016	4		2016-XX-XX	ncbi	Cameroon		
HCV/A711/MH477418/CAMEROON/2016	4		2016-XX-XX	ncbi	Cameroon		
HCV/S6406/MH477424/CAMEROON/2016	4		2016-XX-XX	ncbi	Cameroon		
HCV/NED4-14/KU871292/NETHERLANDS/2014	4		2014-01-01	ncbi	Netherlands		
HCV/EGHK6/MN977329/EGYPT/2018	4		2018-04-XX	ncbi	Egypt		
HCV/EG_S/MN782309/EGYPT/2018	4		2018-04-XX	ncbi	Egypt		
HCV/NED4-12/KU871293/NETHERLANDS/2014	4		2014-01-01	ncbi	Netherlands		
HCV/EGHKS5/MN977328/EGYPT/2018	4		2018-04-XX	ncbi	Egypt		
HCV/EGHKS2/MN977326/EGYPT/2018	4		2018-04-XX	ncbi	Egypt		
HCV/S553_20130822_FL_A19/OK552845/USA/2013	4		2006-XX-XX	ictv	USA	4	4a
HCV/4A_HCV4A-KM/AB795432/JAPAN/2012	4		2012-02-XX	ncbi	Japan	4	4a
HCV/EG/MN782310/EGYPT/2018	4		2018-04-XX	ncbi	Egypt		
HCV/NED4-10/KU871289/NETHERLANDS/2014	4		2014-01-01	ncbi	Netherlands		
HCV/NED4-11/KU871290/NETHERLANDS/2014	4		2014-01-01	ncbi	Netherlands		
HCV/NED4-9/KU871291/NETHERLANDS/2014	4		2014-01-01	ncbi	Netherlands		
HCV/K/KM587624/USA/2012	4		2012-07-16	ncbi	USA		
HCV/UFORM0174/MW629118/USA/2011	4		2011-11-16	ncbi	USA		
HCV/4A_054/LC368357/JAPAN/2008	4		2008-XX-XX	ncbi	Japan	4	4a
HCV/4A_053/LC368356/JAPAN/1999	4		1999-XX-XX	ncbi	Japan	4	4a
HCV/4A_112/LC368414/JAPAN/2011	4		2011-XX-XX	ncbi	Japan	4	4a
HCV/K6528/MH477420/CAMEROON/2016	1		2016-XX-XX	ncbi	Cameroon		
HCV/1008092/MW690008/UNITED-KINGDOM/2015	1		2015-09-15	ncbi	United Kingdom		
HCV/1008090/MW690007/UNITED-KINGDOM/2014	1		2014-08-12	ncbi	United Kingdom		
HCV/HC21-0545/LC650200/JAPAN/2020	1		2020-12-08	ncbi	Japan		
HCV/EG/MN782311/EGYPT/2018	1		2018-04-XX	ncbi	Egypt		
HCV/365562/MW689984/UNITED-KINGDOM/2013	1		2013-09-02	ncbi	United Kingdom		
HCV/364796/MW690012/UNITED-KINGDOM/2014	1		2014-05-07	ncbi	United Kingdom		
HCV/S553_20130122_FL_A03/OK552792/USA/2013	1		2005-05-09	ictv	USA	1	1
HCV_RF_2/1L	1		2015-07-08	ncbi	United Kingdom		
HCV/365556/MW689964/UNITED-KINGDOM/2012	1		2012-07-19	ncbi	United Kingdom		
HCV/365561/MW689983/UNITED-KINGDOM/2013	1		2013-09-16	ncbi	United Kingdom		
HCV/P12/OP022913/UNITED-KINGDOM/2019	1		2018-06-XX	ictv	United Kingdom	1	1
HCV/365518/MW689975/UNITED-KINGDOM/2013	1		2013-11-21	ncbi	United Kingdom		
HCV/S553_20090408_FL_B16/OK552685/USA/2009	1		2015-09-XX	ictv	USA	1	1
HCV/365514/MW689971/UNITED-KINGDOM/2017	1		2017-06-01	ncbi	United Kingdom		
HCV/D186/FJ515096/TAIWAN/2005	1		2005-XX-XX	ncbi	Taiwan		
HCV/1B_074/LC368376/JAPAN/2004	1		2004-XX-XX	ncbi	Japan	1	1b
HCV/1B_044/LC368346/JAPAN/2004	1		2004-XX-XX	ncbi	Japan	1	1b
HCV/1B_121/LC368422/JAPAN/2012	1		2012-XX-XX	ncbi	Japan	1	1b
HCV/1B_WHU/EU857431/CHINA/2001	1		2001-05-10	ncbi	China	1	1b
HCV/1B_001/LC368309/JAPAN/2000	1		2000-XX-XX	ncbi	Japan	1	1b
HCV/1B_010/LC368318/JAPAN/2006	1		2006-XX-XX	ncbi	Japan	1	1b
HCV/1B_078/LC368380/JAPAN/2005	1		2005-XX-XX	ncbi	Japan	1	1b
HCV/1B_124/LC368425/JAPAN/2012	1		2012-XX-XX	ncbi	Japan	1	1b
HCV/1B_123/LC368424/JAPAN/2012	1		2012-XX-XX	ncbi	Japan	1	1b
HCV/1B_134/LC368434/JAPAN/2013	1		2013-XX-XX	ncbi	Japan	1	1b
HCV/1B_027/LC368335/JAPAN/2012	1		2012-XX-XX	ncbi	Japan	1	1b
HCV/1B_105/LC368407/JAPAN/2011	1		2011-XX-XX	ncbi	Japan	1	1b
HCV/1B_038/LC368344/JAPAN/2014	1		2014-XX-XX	ncbi	Japan	1	1b
HCV/1B_147/LC368445/JAPAN/2015	1		2015-XX-XX	ncbi	Japan	1	1b
HCV/1B_TPF1_COLLECTION_DATE_2003-04-23/LC011927/JAPAN/2003	1		2003-04-23	ncbi	Japan	1	1b
HCV/1B_082/LC368384/JAPAN/2006	1		2006-XX-XX	ncbi	Japan	1	1b
HCV/1B_048/LC368350/JAPAN/1997	1		1997-XX-XX	ncbi	Japan	1	1b
HCV/1B_083/LC368385/JAPAN/2005	1		2005-XX-XX	ncbi	Japan	1	1b
HCV/1B_092/LC368394/JAPAN/2009	1		2009-XX-XX	ncbi	Japan	1	1b
HCV/1B_SAH_COLLECTION_DATE_2004-12-02/LC011930/JAPAN/2004	1		2004-12-02	ncbi	Japan	1	1b
HCV/AH1/AB429050/JAPAN/1991	1		1991-03-18	ncbi	Japan		
HCV/1B_101/LC368403/JAPAN/2010	1		2010-XX-XX	ncbi	Japan	1	1b
HCV/1B_148/LC368446/JAPAN/2016	1		2016-XX-XX	ncbi	Japan	1	1b
HCV/1B_144/LC368443/JAPAN/2015	1		2015-XX-XX	ncbi	Japan	1	1b
HCV/1B_075/LC368377/JAPAN/2004	1		2004-XX-XX	ncbi	Japan	1	1b
HCV/1B_084/LC368386/JAPAN/2006	1		2006-XX-XX	ncbi	Japan	1	1b
HCV/1B_H1/GU451218/CHINA/2003	1		2003-08-01	ncbi	China	1	1b
HCV/1B_H3/GU451219/CHINA/2004	1		2004-07-28	ncbi	China	1	1b
HCV/1B_H4/GU451220/CHINA/2008	1		2008-08-05	ncbi	China	1	1b
HCV/STAAL-15/KM277577/BELGIUM/2007	1		2007-01-01	ncbi	Belgium		
HCV/2000672/MT632140/ISRAEL/2016	1		2016-01-05	ncbi	Israel		
1B_HCV-1B/CH/BID-V292/2002	1		2002-XX-XX	ncbi	Switzerland	1	1b
1B_HCV-1B/CH/BID-V303/2003	1		2003-XX-XX	ncbi	Switzerland	1	1b
HCV/SLU085/KC439492/USA/2005	1		2005-09-09	ncbi	USA		
HCV/2000982/MT632163/ISRAEL/2017	1		2017-02-15	ncbi	Israel		
HCV/1B_100/LC368402/JAPAN/2010	1		2010-XX-XX	ncbi	Japan	1	1b
HCV/1B_150/LC368448/JAPAN/2016	1		2016-XX-XX	ncbi	Japan	1	1b
HCV/H014/KC439482/USA/2003	1		2003-01-30	ncbi	USA		
HCV/2001067/MT632173/ISRAEL/2017	1		2017-04-27	ncbi	Israel		
HCV/2001069/MT632174/ISRAEL/2017	1		2017-04-30	ncbi	Israel		
HCV/XJN0021/KY120331/CHINA/2003	1		2003-08-02	ncbi	China		
1B_HCV-1B/US/BID-V352/2002	1		2002-XX-XX	ncbi	USA	1	1b
HCV/1B_GLT1/OM222702/GERMANY/2014	1		2014-11-11	ncbi	Germany	1	1b
HCV/1B_GLT1CC/OM222703/GERMANY/2021	1		2021-02-01	ncbi	Germany	1	1b
1B_HCV-1B/US/BID-V374/2006	1		2006-XX-XX	ncbi	USA	1	1b
HCV/6415/KC439520/USA/2009	1		2009-02-25	ncbi	USA		
1B_HCV-1B/CH/BID-V275/2003	1		2003-XX-XX	ncbi	Switzerland	1	1b
1B_HCV-1B/CH/BID-V296/2001	1		2001-XX-XX	ncbi	Switzerland	1	1b
1B_HCV-1B/US/BID-V375/2006	1		2006-XX-XX	ncbi	USA	1	1b
HCV/SLU116/KC439498/USA/2006	1		2006-10-12	ncbi	USA		
HCV/SLU029/KC439487/USA/2003	1		2003-12-03	ncbi	USA		
HCV/SLU103/KC439495/USA/2006	1		2006-04-25	ncbi	USA		
HCV/1B_046/LC368348/JAPAN/2003	1		2003-XX-XX	ncbi	Japan	1	1b
1B_HCV-1B/US/BID-V458/2006	1		2006-XX-XX	ncbi	USA	1	1b
1B_HCV-1B/US/BID-V157/2003	1		2003-XX-XX	ncbi	USA	1	1b
HCV/2042/KC439504/USA/1997	1		1997-03-10	ncbi	USA		
HCV/SLU081/KC439491/USA/2005	1		2005-08-16	ncbi	USA		
1B_HCV-1B/US/BID-V133/1989	1		1989-XX-XX	ncbi	USA	1	1b
1B_HCV-1B/US/BID-V448/2006	1		2006-XX-XX	ncbi	USA	1	1b
1B_HCV-1B/US/BID-V146/2002	1		2002-XX-XX	ncbi	USA	1	1b
1B_HCV-1B/US/BID-V1750/2008	1		2008-XX-XX	ncbi	USA	1	1b
HCV/P1B16/KX767005/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P1B12/KX767001/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P1B04/KX766993/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P1B08/KX766997/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P1B09/KX766998/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P1B22/KX767011/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P1B10/KX766999/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P1B02/KX766991/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P1B13/KX767002/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P1B01/KX766990/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P1B07/KX766996/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P1B11/KX767000/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P1B14/KX767003/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P1B21/KX767010/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P1B17/KX767006/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P1B19/KX767008/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P1B20/KX767009/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P1B18/KX767007/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P1B03/KX766992/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P1B06/KX766995/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P1B05/KX766994/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P1B15/KX767004/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P1A19/KX767030/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P1A06/KX767017/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P1A12/KX767023/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P1A17/KX767028/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P1A15/KX767026/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P1A08/KX767019/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P1A07/KX767018/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P1A21/KX767032/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P1A13/KX767024/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P1A18/KX767029/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P1A20/KX767031/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P1A01/KX767012/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P1A09/KX767020/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P1A10/KX767021/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P1A14/KX767025/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P1A03/KX767014/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P1A02/KX767013/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P1A16/KX767027/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P1A05/KX767016/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P1A04/KX767015/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P1A11/KX767022/USA/2011	1		2011-05-XX	ncbi	USA		
HCV/P1A22/KX767033/USA/2011	1		2011-05-XX	ncbi	USA		
1B_HCV-1B/US/BID-V131/1990	1		1990-XX-XX	ncbi	USA	1	1b
HCV/SLU102/KC439494/USA/2006	1		2006-04-01	ncbi	USA		
HCV/6423/KC439522/USA/2009	1		2009-03-25	ncbi	USA		
1B_HCV-1B/US/BID-V136/1992	1		1992-XX-XX	ncbi	USA	1	1b
1B_HCV-1B/US/BID-V149/2003	1		2003-XX-XX	ncbi	USA	1	1b
1B_HCV-1B/US/BID-V447/2006	1		2006-XX-XX	ncbi	USA	1	1b
1B_HCV-1B/US/BID-V123/1992	1		1992-XX-XX	ncbi	USA	1	1b
HCV/23/KC439508/USA/1995	1		1995-03-24	ncbi	USA		
1B_HCV-1B/US/BID-V141/1990	1		1990-XX-XX	ncbi	USA	1	1b
HCV/H024/KC439484/USA/2004	1		2004-04-04	ncbi	USA		
HCV/6448/KC439526/USA/2009	1		2009-09-01	ncbi	USA		
1B_HCV-1B/US/BID-V367/2006	1		2006-XX-XX	ncbi	USA	1	1b
HCV/3040/KC439511/USA/1997	1		1997-11-26	ncbi	USA		
1B_HCV-1B/US/BID-V369/2006	1		2006-XX-XX	ncbi	USA	1	1b
HCV/UMI063/KC439501/USA/2003	1		2003-11-19	ncbi	USA		
1B_HCV-1B/CH/BID-V306/2004	1		2004-XX-XX	ncbi	Switzerland	1	1b
HCV/UMI055/KC439500/USA/2003	1		2003-09-15	ncbi	USA		
1B_HCV-1B/US/BID-V381/2001	1		2001-XX-XX	ncbi	USA	1	1b
HCV/SLU039/KC439488/USA/2002	1		2002-10-12	ncbi	USA		
HCV/6439/KC439525/USA/2009	1		2009-06-07	ncbi	USA		
1B_HCV-1B/US/BID-V415/2001	1		2001-XX-XX	ncbi	USA	1	1b
HCV/SLU100/KC439493/USA/2006	1		2006-03-27	ncbi	USA		
1B_HCV-1B/US/BID-V346/2001	1		2001-XX-XX	ncbi	USA	1	1b
1B_HCV-1B/US/BID-V441/2001	1		2001-XX-XX	ncbi	USA	1	1b
HCV//LC462122/JAPAN/2017	1		2017-01-14	ncbi	Japan		
1B_HCV-1B/US/BID-V383/2003	1		2003-XX-XX	ncbi	USA	1	1b
HCV/1B_017/LC368325/JAPAN/2010	1		2010-XX-XX	ncbi	Japan	1	1b
1B_HCV-1B/US/BID-V1711/2007	1		2007-XX-XX	ncbi	USA	1	1b
1B_HCV-1B/US/BID-V1748/2007	1		2007-XX-XX	ncbi	USA	1	1b
HCV/1B_006/LC368314/JAPAN/2006	1		2006-XX-XX	ncbi	Japan	1	1b
HCV/SLU062/KC439489/USA/2005	1		2005-02-07	ncbi	USA		
1B_HCV-1B/CH/BID-V283/2005	1		2005-XX-XX	ncbi	Switzerland	1	1b
HCV/2000619/MT632132/ISRAEL/2015	1		2015-11-12	ncbi	Israel		
HCV/2000621/MT632133/ISRAEL/2015	1		2015-11-15	ncbi	Israel		
